"PG.ProteinAccessions","PG.Genes","Veh.1","Veh.2","Veh.3","Veh.4","Veh.5","Veh.6","Veh.7","Veh.8","GDF15.1","GDF15.2","GDF15.3","GDF15.4","GDF15.5","GDF15.6","GDF15.7","CR.1","CR.2","CR.3","CR.4","CR.5","CR.6","CR.7","CR.8","CR.9","CR.10","CR.11","CR.12","CR.13","CR.14","CR.15","CR.16","Protein"
"P26041;P26043","Msn;Rdx",22013.26563,,16162.34277,16015.83887,,9345.34375,,17506.03516,15267.94922,,12376.39453,,,,8911.332031,,,,,,12216.0293,,24162.04883,13762.69727,15646.73242,13278.94629,,15376.91016,,,13074.83984,"MSN;RDX"
"P26928","Mst1",122264.3359,140270.375,128202.5469,146352.75,111906.3516,123835.6328,127007.5781,127904.8047,109142.0703,106100.4688,109031.5391,122420.7891,117316.8594,115561.1484,93660.80469,139678.7188,133911.1094,139124.0156,140139.0938,121292.1641,137682.125,132654.8438,127468.8516,123241.9922,141751.0938,128951.2734,144809.5313,162668.8594,160836.2031,146924.125,151731.4219,"MST1"
"P27046","Man2a1",19337.26172,11709.83887,16686.76172,18653.78516,18789.63281,18915.04883,22007.45117,20868.47852,13958.37207,11849.19824,10885.34668,11569.56445,12247.47852,12534.04785,10770.50098,13490.0791,12772.53906,13766.97559,14228.68359,19041.74805,16028.00488,15917.08594,17644.58203,13635.81152,14865.43164,14401.89258,11386.86621,12855.99316,12954.57422,16054.4209,14734.10449,"MAN2A1"
"P27656","Lipc",145543.2188,184958.3594,136975.8438,139904.8594,124024.6953,138076.9844,126115,158022.8594,159268.3906,146356.3906,158332.2969,185261.5781,173825.3594,152777.4531,155629.8594,113508.1484,117991.6641,131948.2656,142935.4688,59798.85547,133745.0469,126017.3906,174298.5938,166278.8594,150691.5469,139680.0156,132714.4063,137169.3906,121521.6719,142655.2813,152722.5469,"LIPC"
"P28063","Psmb8",24390.44336,14284.14453,18539.08984,22871.10156,21204.16602,21209.17188,20435.85352,17291.70117,10425.61426,14371.11816,13447.41699,16003.43652,17521.47852,12637.93164,16042.37109,15368.93945,13756.29688,15662.59961,16878.58398,33318.61719,14172.5918,16942.89844,19885.73633,10717.93945,16472.58789,10890.97754,9853.830078,14122.01758,11508.36035,13744.48926,12683.19629,"PSMB8"
"P28474;Q64437","Adh5;Adh7",8443.655273,,5273.53125,5572.760742,7349.164551,6525.22168,7785.461426,5263.751953,4122.420898,4733.617676,2574.850098,2207.979004,,3880.554932,2333.557129,4292.70166,3458.125732,5157.355469,6127.538086,7664.651367,,,6227.297363,,6888.594727,3115.2146,4913.901367,3811.938232,6155.730957,8113.927246,5148.073242,"ADH5;ADH7"
"P28665","Mug1",41197392,50067688,40950640,38167700,39155284,38382852,39864272,43178872,54709316,56502592,57306292,56569836,58646868,42389872,61191064,39234672,45003608,45700240,42575804,23286728,40563592,40794428,36863008,62070260,47651264,53245900,50963164,45658236,45731540,39828708,54548084,"MUG1"
"P28666","Mug2",474048.75,540416.4375,479447.5625,430800.75,410360.0625,403881.5625,433134.75,528922.0625,613655.1875,589665.5625,602439.8125,656881.9375,732601.875,412989.4063,636244.75,458136.9688,513151.625,479256.375,467130.1875,358962.0313,449780.9375,478651.25,698447.1875,598779.6875,576227.1875,533631.8125,518627.7188,498322.0625,460691.9688,492763.625,562291.3125,"MUG2"
"P28798;Q3U9N4","Grn",54594.88281,44134.71484,51040.14453,54911.79297,49054.98438,50284.89844,47111.23438,49580.35547,41522.71094,43987.01563,47626.13281,44219.39063,43798.14453,46682.45703,45996.36328,47123.47656,48855.37109,50449.00781,46992.60156,51954.91797,50246.98047,46153.17578,49111.38281,45711.30078,45565.65234,45522.16797,47653.88281,49015.30469,51476.03516,50368.84375,53601.04688,"GRN"
"P28843","Dpp4",,,,,,,37306.97656,8613.101563,,,,,,7599.364258,,,,,6814.803223,17804.06641,9421.902344,12366.72754,16867.75586,10758.38379,8011.523926,,7509.856445,,,,,"DPP4"
"P29533;Q3UPN1","Vcam1",38764.44922,39254.18359,32346.96875,31137.44531,37910.49219,39036.73438,35199.26563,36195.27734,33583.36328,35894.18359,40087.48828,39851.35156,33746.31641,31273.45313,36130.12109,35529.83594,36822.8125,40487.10156,36065.05859,67748.625,35580.20313,36794.73438,42366.30469,37776.78125,35517.48828,30799.16602,31807.38281,33068.87891,37088.51563,30955.38086,29111.38672,"VCAM1"
"P29621","Serpina3c",78496.9375,97811.59375,82447.03906,73835.53125,77123.75,75832.10938,55416.84766,66639.14844,63652.02344,52239.54297,63512.33203,62480.95313,65787.83594,57086.72656,65541.10938,78480.64844,90534.96875,84048.60156,69793.4375,112490.8906,82631.27344,73713.07813,80062.82813,70295.46094,82874.97656,72481.71094,68022.1875,68641.49219,53990.85938,65979.42188,64368.875,"SERPINA3C"
"P29699","Ahsg",3885006.25,3527529.5,3479505.75,3828289.25,3532186,4041000,3992268,3870168.5,5219334.5,4854143.5,5180043,5059522,5105650.5,4708780.5,4901802.5,4261314,4423010.5,3982466,3872466.75,7303176.5,4478441.5,4270349,4520655,4623551,4267316,4529195.5,4304504,3967210.5,3973159.25,3802526.5,4071029,"AHSG"
"P29788","Vtn",2732373,3092330.25,3244399.25,2505425,2477200.75,2600100.5,2423434.5,2659750.75,4013705.25,4013382,4091403.25,4138492.25,3559960.75,3510557.5,3837927,3069284.25,3518380.5,3131831.25,3095806,2870365,3133772.5,2646684.25,2926281.25,3411892.5,3357916.25,3233017.25,3430390.75,3538347,3608736,3283816.25,3372161.25,"VTN"
"P30412","Ppic",14694.77246,12008.95508,5711.296875,9220.771484,12354.40625,9928.330078,15284.68457,12301.04785,12097.99414,8699.575195,11596.70898,10526.10254,13312.76953,11588.8877,8771.021484,12481.83691,14221.69141,12421.28418,12228.67676,11884.32031,12140.67676,13827.4668,11351.18457,11730.96191,11554.04883,8988.763672,12871.50586,10560.40332,7839.397949,17279.47461,12916.46289,"PPIC"
"P31428","Dpep1",5831.144531,,16420.24023,,10107.33789,,4034.190674,11710.53223,10962.02832,17298.88672,11515.87109,10746.01465,20518.41016,16542.07813,18453.50977,9649.962891,11228.82031,17621.00781,14726.17383,30068.19141,19697.87695,8732.802734,14617.84375,13643.28906,15251.77832,9252.890625,20335.88867,10707.29004,19185.45703,12941.08789,19033.67383,"DPEP1"
"P31532","Saa4",1717752.75,1615411.75,1746593.75,1779565.125,1601901.75,1905754.25,2141558.75,2029277.375,1564896.75,2018928.75,1816972.875,2143623.75,1590611.625,2314172,1453086,1977475.875,1602807.5,1824089,1842953.5,551829.6875,1859963,1813062.5,2204096.75,1823449.875,1696821.5,1752672.75,1457308.25,1536802.875,2181019.75,1909975,1816265,"SAA4"
"P31725","S100a9",,,16853.37695,4802.411133,7984.524414,8188.994629,8298.367188,,,7390.861816,7314.986328,5728.425781,9188.558594,7224.985352,,9055.556641,8181.549805,9701.442383,10188.86719,,5179.794434,7132.511719,,10647.75684,,,6341.601563,6953.26416,5425.133301,7486.941406,,"S100A9"
"P32261","Serpinc1",12509170,11678091,11010356,12876405,12334614,12037277,12198962,11752394,11640020,10329135,10364082,11605030,11037682,12337477,11525871,12544872,12406243,11895012,13063551,11796728,13824808,13290846,13223498,11580213,11715899,11737511,11380821,11853380,11830131,12486540,11455108,"SERPINC1"
"P32848","Pvalb",25782.20703,39744.19531,41751.05078,10123.24609,28401.36719,12151.08789,14611.50293,11830.30859,16153.54492,38541.01172,5135.646484,17572.81055,10714.84473,22368.69922,4873.796387,19753.6875,33580.20703,27361.4043,15898.88184,5706.590332,30803.63477,48063.06641,9666.634766,25797.07422,46023.26172,19322.80078,23793.17773,40105.27344,11487.43262,38444.79297,78489.23438,"PVALB"
"P33434","Mmp2",14633.83105,23860.15039,12851.55762,11151.08496,9118,10626.56934,7170.763672,9410.873047,11543.17383,7633.577637,12028.58887,9475.264648,10887.87109,9072.19043,11446.89746,10409.01172,13655.60547,10345.13867,8271.756836,20084.01953,10156.65918,6703.710938,7534.638184,6640.921387,13298.68848,10167.625,12582.76953,10159.45508,6823.6875,6877.370605,9317.59082,"MMP2"
"P33587","Proc",335742.75,281077.75,323908.5,358168.1563,387165.875,401324.9063,389342.0625,409773.0625,284791,290525.2188,261735.0313,300022.0938,244595.7188,370016.1563,283244.3438,309569.5313,328768.9688,284970.9375,299025.1875,249771.625,371339.4063,340293.9688,357588.5,284692.4688,296362.3125,321209.875,300220.5,307283.8438,304955.3125,335753.0938,305702.3125,"PROC"
"P34914","Ephx2",,,,11501.90527,13573.74902,9420.136719,13627.25391,12942.14453,,,,,,,,,8395.229492,,,8872.329102,,,11512.66699,,,,,,,,,"EPHX2"
"P34928","Apoc1",36073048,33690336,28541014,38288392,27038638,32913188,34072008,30844444,24855136,20250432,20808418,23057612,19743592,25867156,20233222,28803628,21336666,24596998,28429622,6388757.5,25219532,27755906,25897178,27320322,31517088,26182448,28782294,30414844,27482730,29844014,28389890,"APOC1"
"P35505","Fah",71325.92188,18160.98438,36829.71484,68184.0625,86950.45313,75985.42969,111845.8203,79084.29688,11648.44824,13273.96387,8228.183594,19970.43359,14249.17969,48950.52344,15292.49805,35790.92578,35293.26953,44295.86328,42334.22266,82633.61719,55974.73828,79592.82813,82966.64063,25951.48242,40431.52344,22808.21094,25248.35547,35077.76563,34241.39063,51166.91797,45152.36719,"FAH"
"P35700","Prdx1",49832.08594,59719.25391,41613.375,33113.60547,49679.49609,45403.44141,59226.28516,29353.92578,45810.52344,57572.08984,18953.15234,19290.95508,42299.54688,37041.37109,21477.41797,42686.71875,30447.59766,37016.66797,44034.62891,34966.06641,36940.03906,41087.91406,42570.24609,27909.83398,57250,32995.27344,49919.42188,56578.39063,25288.41602,58187.0625,29313.43555,"PRDX1"
"P35917","Flt4",25293.63281,22912.51563,19311.04102,21833.86133,26994.48438,23175.26758,25544.58008,22216.37695,14934.66602,17060.28906,15826.25488,16117.51855,19145.5332,20578.22266,17939.87695,18473.50977,22498.40234,22807.02539,21747.85938,30133.49219,26661.86133,25255.2168,22947.2832,19336.85352,20334.71289,17188.67578,17081.86328,19467.33789,20461.01758,16142.26953,24948.4707,"FLT4"
"P39039","Mbl1",1579094,1718029.625,1758586.5,1720621.875,1616287.625,1689159.875,1624809.875,1595955.75,1684712.25,1559204.75,1625632.75,1594948.625,1462378.25,1407523.75,1799771.125,1465572,1583140.25,1712847.375,1510515.75,932845.9375,1704383.875,1588648.5,1706484.875,1708776.25,1639126.625,1444818.125,1440569.375,1503566.5,1634682,1381323.625,1500343.875,"MBL1"
"P39876","Timp3",12307.8252,,,,,,,,,12086.39941,,,,,,,,,,,,,,,20170.94531,,11181.55371,20359.20898,,,,"TIMP3"
"P40142","Tkt",48252.42188,14796.9668,23626.83594,30330.53125,36494.11719,38178.91406,51758.76953,34706.96484,27634.34375,26611.19727,12001.2832,11396.01465,16998.57031,24108.22852,18901.11523,23135.9707,15927.08594,20691.33789,23270.9668,43321.63672,28684.89063,29534.36133,35715.46875,19152.06055,27786.9043,19184.39453,22866.94727,32873.05078,27810.64258,33994.80469,20066.30078,"TKT"
"P41317","Mbl2",671957.1875,497614.8125,590803.25,665815.5,765976.9375,770343.3125,615770.4375,677944.4375,580827,480263.7188,547604.625,616109.25,554384.1875,775789.375,724311.125,569393.625,626201.125,536722.5625,659466.4375,560037.3125,635403,603952.6875,690041.25,607557.3125,585952.875,606118.875,560349.0625,613381.625,543177.75,534480.125,573266,"MBL2"
"P42703","Lifr",291690.0625,447799.1563,331805.25,268057.1875,251927.7031,298605.2188,252309.9844,258217.0781,335440.5313,480556.5,455259.1875,306704.75,439081.25,299714.8125,277930.0313,318022.5625,304860.3125,337987.0625,270917.2188,215878.4375,228448.5313,274526.0938,255783.1719,441581.9688,303937.375,327468.5,313589.8125,237001.8438,246889.4375,274132.8438,256756.75,"LIFR"
"P43025;Q8CFZ6","Clec3b",53194.99219,59353.71094,59355.53906,54669.57422,57505.60547,53782,52856.45703,61541.55469,74686.28125,65468.26953,65175.34766,63933.8125,59673.93359,57672.24219,60984.01953,59425.68359,64881.16797,55646.30078,59606.29297,97606.13281,81117.59375,57646.54688,74527.42969,68003.29688,69457.21875,63693.44922,74613.10156,66922.77344,56077.25391,52858.78125,68375.42188,"CLEC3B"
"P46412","Gpx3",2036824.5,1862130.75,1670884.125,1863708.75,2052286.875,1670273.75,1625715.75,1982238.75,2287781.75,2129590.75,2351434.75,2547449,2224246.75,2084496,2808147,1896612,1967594,1857017.875,1872321.25,4233458,1894055.75,1788151.375,1776940.75,1794199,1971394.75,1894555,1844861.875,1700880,1558740.875,1662352.625,1865401.5,"GPX3"
"P47791","Gsr",20967.30664,,14607.08398,10387.68848,11557.25977,10364.21289,11600.24023,8680.647461,8805.572266,8432.74707,11240.51563,,9709.080078,10212.30078,,,,,10793.30469,23413.55078,8964.145508,10128.26758,,,9021.191406,,7630.578125,9592.483398,11335.97852,9169.037109,10875.09473,"GSR"
"P47877","Igfbp2",19699.42969,19708.64453,21993.42969,18885.93945,18221.32617,19178.98047,18378.41602,19239.93359,28204.79297,29168.28125,27700.30469,29189.29688,34431.84766,19167.43555,34722.73047,23412.49609,22339.75781,25753.23242,25548.66992,34205.30078,18316.5,19264.75586,21691.76953,22237.17773,19182.72852,21962.5,26758.06055,18748.29297,18235.71094,22680.75,17843.04688,"IGFBP2"
"P47878","Igfbp3",136508.7656,144920.3594,123305.8047,110093.3281,106700.9219,116418.4766,113290.5547,124220.3047,103084.6719,104022.3047,104409.1953,132641.9844,125597.2969,112598.9844,120364.125,103029.8828,131270.7656,99669.60938,115272.8047,109589.5547,105408.6328,106300.2578,141452.5,118409.5078,122427.4609,125106.8203,119260.9297,139971.2813,133148.9219,129401.5313,150255.1406,"IGFBP3"
"P47879","Igfbp4",32234.73438,,36809.08594,36955.5625,32756.52539,36562.36328,32592.21289,30038.31055,22571.74023,26666.97266,29048.58789,29370.03516,37926.12891,31181.99023,26159.22461,41252.36719,43774.51953,36443.80859,33964.85938,30019.3457,40624.60547,32767.16211,39782.55469,28083.16406,31003.77734,30534.42578,28994.0332,30592.14844,34639.20313,33394.57422,36162.17578,"IGFBP4"
"P49182","Serpind1",1384303.375,1265594.375,1100063.125,1457892.375,1254834.5,1343974,1405229.625,1317328.5,1217143,1175479.75,1296943.375,1373964.375,1423988.5,1543789.125,1261006,1294990.875,1355818.125,1306776.5,1287018,1352914,1301583.625,1200933,1427888.75,1091304.375,1199006.875,1191929.25,1117383.875,1308005.875,1283353.5,1378135.5,1283693.75,"SERPIND1"
"P49722","Psma2",,,3645.719727,5417.436035,4121.65625,5647.962891,2720.861084,,,3913.163818,,2904.092529,8406.041992,,,,,3085.29541,3755.500488,17915.5,,4391.965332,13182.59961,6605.757813,6664.902344,,,7003.212891,9584.481445,,6184.055664,"PSMA2"
"P50247","Ahcy",26528.89063,,14451.15625,1890.765625,16182.66797,17067.05859,18775.73633,17637.63086,6800.068848,,,,,12093.85938,,8371.980469,,10240.78516,13744.59668,18938.74414,13028.43066,19530.44922,16359.5918,10440.68359,18738.38281,7114.954102,9236.918945,12030.88965,8389.480469,18413.07227,12861.40234,"AHCY"
"P51437","Camp",37771.77344,79394.03906,94912.5,29185.96484,39899.13281,36781.29688,38599.66797,43566.16406,35406.56641,33597.48047,34674.87109,25668.15234,33983.34766,30184.75195,26657.93555,31365.16797,28768.92578,31192.88281,34846.54297,,29083.18945,25774.29492,,33011.39453,36997.45703,29274.84961,37672.52344,36116.10938,42944.05859,30542.40039,39740.86719,"CAMP"
"P51855","Gss",25256.54492,,13159.96289,23038.58008,27226.63867,27444.56445,38472.23047,3258.875977,,8918.683594,,6539.128418,,15641.125,,,,8353.618164,,46296.57031,,17932.75977,33059.48438,8229.509766,11773.66992,6343.741211,6753.240723,,7154.213867,16449.09961,13360.5166,"GSS"
"P51885","Lum",750261.375,829178.0625,747572.5,778052.875,730828,733043.9375,689342.5,647488.6875,715585.875,693390.3125,779617.25,672460.875,721203.1875,687418.625,673685.3125,735921.4375,1036232.188,928322.375,838751.6875,1382205.125,843973.9375,728118.6875,724318.5,759272.5625,899566.875,761393.5,812645.4375,763233,761217.1875,718864.875,846223.3125,"LUM"
"P51910","Apod",926437.5625,984436.25,1020949.875,1025910.063,853706.6875,870787.3125,866950.5,871936,1162691.5,1005344,1153775.5,1074523.875,1082530.375,815009.1875,1002886.438,1145770.25,1245611.875,1074528.125,1118560,1072836.5,1300334,1082444.25,1098939.75,1019625.438,1149171,959316.3125,1079974,1001612.25,925746.375,819864.875,1030848.125,"APOD"
"P52430","Pon1",4554418.5,4491600.5,3739464.75,4456863,5108678,4671089,4744750,4709403.5,6211814.5,4429234,5137632.5,5063711.5,3650744.25,5173541,6331529.5,5053031.5,5352130,5349507,4932726.5,2375830.25,5271757.5,6055856.5,4862011.5,5344867.5,4385628.5,4391362.5,4101145,4239752.5,3462913,3373392.5,3539238.5,"PON1"
"P52480","Pkm",52754.05469,56051.16797,70286.39844,55207.99609,73357.6875,71044.17188,56383.99609,66466.57813,84850.5,90026.77344,77436.1875,69888.10156,69907.59375,58355.30469,80977.51563,62409.88281,71989.60938,58230.30859,69182.38281,121455.4531,83483.88281,55987.43359,63902.625,70333.42188,79130.42969,55400.71484,60618.51953,71246.47656,54702.54688,58148.55078,68728.14063,"PKM"
"P55065","Pltp",605085.6875,543638.625,612089.75,730238.75,722162.8125,614799,606298.875,581252.3125,407261.6875,345212.6875,366691.5,412014.875,390200.4375,539216,384155.7813,562691.375,546077.25,525684.375,713745.625,434710.3125,788781.8125,642553.875,599005.875,456048.25,559357.6875,555040.5,573720.875,548658.25,518756,575255.125,517458.1875,"PLTP"
"P55284","Cdh5",25669.10938,29476.46289,37903.72656,31450.72461,31039.19727,32880.5,34728.47266,31574.98438,25239.82813,28375.81836,22563.23828,27196.21484,29323.0332,38314.79297,31346.95117,36151.04297,37307.88672,34360.61719,35668.44531,48272.64844,43414.89844,40925.28125,37759.69922,26755.01367,34208.62891,32803.60547,29206.83594,31035.03125,35082.32813,38946.67969,33921.56641,"CDH5"
"P60710","Actb",391633.6563,298323.0625,478597.4063,351841.8438,421857.625,480307.1563,474725.7188,522938.0938,393510.9375,405815.7813,340384.0625,346292.7813,309720.25,368136.7188,348550.4688,365820.625,363504.8438,381057.8125,370072.4063,680615.875,391144.1563,378408.125,492082.5313,350255.125,417259.1875,309151.25,341685.7188,371240.4063,328170.375,395204.4375,381033.5,"ACTB"
"P61205;P84078;P84084","Arf3;Arf1;Arf5",9784.260742,,14750.16797,5165.823242,8152.840332,8143.634766,10393.7041,5413.557617,10313.71973,12972.37305,,5300.442383,6843.452148,7657.580566,4270.933105,6703.743652,3485.479004,5574.81543,7361.827148,4373.28125,5884.987793,8005.376465,9256.787109,4895.874023,7719.484863,3343.432373,7926.056641,6919.262695,3903.479736,7732.952148,3217.342041,"ARF3;ARF1;ARF5"
"P61939;Q3UEL9","Serpina7",337313.6875,318698.25,378261,367329.8125,521497.25,556446.75,534263.1875,542052.5,290467.7813,271484.4688,226704.6719,349807.3125,262606.9063,450900.2188,365800.625,410001.5625,374478.375,424142.0625,422607.25,777711.9375,507159.3438,507599.75,544127.9375,305811.7188,230334.6875,263122.5,268999.6563,287473.8438,365876.2813,415495.5313,353779.3125,"SERPINA7"
"P62737","Acta2",29253.44531,,28162.48633,33873.20313,36414.94922,31107.62109,39173.96875,44084.65234,31176.43164,35189.05078,27243.13867,30379.76953,24204.77344,31828.42188,24745.14453,27376.10352,30519.57422,28780.40039,28297.72266,55943.46484,28889.40625,29071.14453,39586.06641,24307.79883,27101.07813,23619.75977,27253.41602,24182.1582,21799.94531,26467.31641,29033.98047,"ACTA2"
